;Kalimat;Sesuai;aspek_Budaya Green;aspek_Keselarasan Strategi;aspek_Metode;aspek_Pegawai;aspek_Tata Kelola;aspek_Teknologi Informasi;aspek_Transisi Energi;sentimen_negatif;sentimen_positif
973;Isi dari paris agreement adalah seluruh negara wajib memiliki dan menetapkan target pengurangan emisinya. Target ini akan ditinjau tiap lima tahun sekali, agar meningkatkan ambisi pengentasan perubahan iklim;;0;0;0;0;0;0;1;0;1
974;Sekarang webinar webinar tentang EBT bisa diakses dengan mudah;;0;0;0;0;0;0;1;0;1
975;Dalam mengembangkan suatu program green, PLN akan melakukan analisa finansial terlebih dahulu.;;0;0;1;0;0;0;0;0;1
976;Saya memperlihatkan beberapa contoh penerapan perilaku ramah lingkungan;;1;0;0;0;0;0;0;0;1
977;Penggunaan listrik dari PLTMH dapat mereduksi jumlah gas rumah kaca yang terbuang ke atmosfer penyebab pemanasan global.;;0;0;0;0;0;0;1;0;1
978;Saya mendorong aksi ramah lingkungan yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
979;Saya mendorong unit untuk mengaplikasikan manajemen lingkungan untuk mendukung strategi green PLN.;1;0;1;0;0;0;0;0;0;1
980;Panas Bumi dimanfaatkan untuk menjadi sumber pembangkit listrik melalui PLTP;;0;0;0;0;0;0;1;0;1
981;Setiap divisi memahami efektivitas strategi green yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
982;Saya dapat mengakses dengan mudah materi mengenai PLTMH dari KM Pusdiklat;;0;0;0;0;0;0;1;0;1
983;Perusahaan mendorong digitalisasi untuk meminimalisir penggunaan kertas atau paperless;;1;0;0;0;0;0;0;0;1
984;Mengalihkan pengelolaan pembangkit kepada pihak lain merupakan strategi investasi EBT yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
985;Jenis generator yang dapat digunakan dalam sistem turbin angin diantaranya generator serempak (synchronous generator);;0;0;0;0;0;0;1;0;1
986;Saya mengikuti webinar terkait implementasi Green Business Process;;1;0;0;0;0;0;0;0;1
987;Saya mengajak rekan-rekan untuk melakukan perilaku-perilaku ramah lingkungan;;1;0;0;0;0;0;0;0;1
988;PLN belum melibatkan seluruh karyawan untuk menyusun program ramah lingkungan di perusahaan.;1;0;1;0;0;0;0;0;1;0
989;Modul surya berfungsi untuk mengkonversi energi matahari menjadi energi listrik DC;;0;0;0;0;0;0;1;0;1
990;Pemanfaatan teknologi informasi dapat mendukung keberhasilan strategi green.;;0;0;0;0;0;1;0;0;1
991;Menurut saya, alasan PLN untuk berpartisipasi dalam program transisi energi adalah karena adanya Peraturan Pemerintah.;1;0;1;0;0;0;0;0;0;1
992;Gas rumah kaca membuat kondisi bumi menjadi panas;1;0;0;0;0;0;0;1;0;1
993;PLN melakukan strategi green dalam bisnisnya untuk menjaga keberlanjutan perusahaan.;;0;1;0;0;0;0;0;0;1
994;Saya membiasakan diri menghitung carbon offset yang saya keluarkan setiap hari;;1;0;0;0;0;0;0;0;1
995;Dengan menjaga keberlanjutan lingkungan berarti saya menjaga keberlanjutan perusahaan.;1;0;1;0;0;0;0;0;0;1
996; PT PLN (Persero) mendorong kemampuan produksi dan peningkatan nilai jual produk bank sampah induk;;1;0;0;0;0;0;0;0;1
997;Saya meyakini bahwa program Green dapat berdampak baik bagi lingkungan;;1;0;0;0;0;0;0;0;1
998;Saya ikut serta dalam pengendalian kontrak proyek EBT.;1;0;0;0;0;1;0;0;0;1
999;Saya aktif mencari informasi terkait pemanasan global;;1;0;0;0;0;0;0;0;1
1000;Saya dapat menyebutkan aplikasi berbasis IT yang ada di PLN dalam menunjang pelaksanaan strategi green.;;0;0;0;0;0;1;0;0;1
1001;PLN terus mencari cara untuk memanfaatkan over supply listrik yang ada.;;0;0;1;0;0;0;0;0;1
1002;Green business adalah salah satu upaya melestarikan lingkungan untuk masa depan yang lebih baik.;;0;0;1;0;0;0;0;0;1
1003;Saya banyak belajar mengenai EBT dan berdiskusi bersama teman-teman;;1;0;0;0;0;0;0;0;1
1004;Unit induk belum menjelaskan prosedur pelaksanaan carbon tax kepada unit-unit di bawahnya.;1;0;0;0;0;1;0;0;1;0
1005;Pemantauan terhadap operasi pembangkit EBT dilakukan oleh divisi.;1;0;0;0;0;1;0;0;0;1
1006;Saya banyak melakukan riset mengenai EBT saat PLN mencanangkan program Green;;1;0;0;0;0;0;0;0;1
1007;Saya belum tahu pasti mengenai prosedur yang terkait dengan pendanaan luar negeri untuk membiayai pengembangan EBT.;1;0;0;0;0;1;0;0;1;0
1008;Menjalankan aktivitas bisnis PLN yang berkelanjutan bukan merupakan bagian tanggung jawab saya.;1;0;0;0;0;1;0;0;1;0
1009;Aku tuh sering buang sampah sesuai jenisnya sampahnya;;1;0;0;0;0;0;0;0;1
1010;Dinamo listrik PLTMH digunakan untuk mengubah energi yang dihasilkan oleh putaran turbin menjadi listrik;;0;0;0;0;0;0;1;0;1
1011;PLN melibatkan saya untuk menyusun program green di divisi saya.;1;0;1;0;0;0;0;0;0;1
1012;Seluruh divisi dilibatkan dalam pengembangan EBT yang menjadi strategi PLN.;;0;1;0;0;0;0;0;0;1
1013;Mudah bagi saya untuk mengakses informasi terkait solar photovoltaics di PLN;1;0;0;0;0;0;0;1;0;1
1014;Saya mendorong PLN melakukan dekarbonisasi untuk mengurangi emisi.;1;0;1;0;0;0;0;0;0;1
1015;Saya mengarahkan bawahan untuk mengikuti pelatihan terkait implementasi proses bisnis ramah lingkungan di Perusahaan;;1;0;0;0;0;0;0;0;1
1016;Atasan memperkenalkan saya dengan carbon capure and storage. ;1;0;0;0;0;0;0;1;0;1
1017;Saya perlu mengasah skill saya terkait dengan perilaku berkelanjutan;;0;0;0;1;0;0;0;0;1
1018;Manager menyampaikan hal-hal yang berkaitan dengan pengelolaan berkelanjutan;;0;0;0;1;0;0;0;0;1
1019;Saya masih perlu belajar mengenai pemanfaatan teknologi informasi untuk menunjang pekerjaan terkait green.;;0;0;0;0;0;1;0;0;1
1020;Super Power Pro '22 merupakan upaya mendukung ekosistem kendaraan listrik, memasifkan penggunaan kompor induksi, dan penggunaan energi bersih;1;0;0;0;0;0;0;1;0;1
1021;Saya mencari informasi terkait wind energy;;1;0;0;0;0;0;0;0;1
1022;Belum ada penerapan transformasi green yang secara nyata dilakukan PLN.;1;0;1;0;0;0;0;0;1;0
1023;Waktu penyinaran tergantung pada orientasi permukaan panel surya terhadap matahari dan pemakaian sistem tracking pada penyangga panel surya.;1;0;0;0;0;0;0;1;0;1
1024;PLN bersama Indonesia Battery Coorporation (IBC) akan membangun Battery Energy Storage System (BESS) berkapasitas 5 Megawatt (MW) pada tahun 2022;;0;0;0;0;0;0;1;0;1
1025;Kami menyiapkan strategi dan sistem informasi untuk perdagangan karbon dan pajak karbon.;;0;0;1;0;0;0;0;0;1
1026;Saya tidak terlibat dalam menyusun anggaran biaya pengembangan pembangkit EBT di PLN.;1;0;0;0;0;1;0;0;1;0
1027;Saya berkesempatan menghadiri seminar tentang bioenergy.;1;0;0;0;0;0;0;1;0;1
1028;Tercapainya 23% EBT di tahun 2025 adalah tujuan transformasi green PLN.;1;0;1;0;0;0;0;0;0;1
1029;PLN belum sepenuhnya menjadikan transformasi green sebagai strategi perusahaan.;;0;1;0;0;0;0;0;1;0
1030;Program konservasi dilakukan secara berkelanjutan dengan melakukan inovasi teknologi kelistrikan dalam transplantasi terumbu karang yang dinamakan sistem biorock.;;0;0;1;0;0;0;0;0;1
1031;PLN membuat bundling produk REC dan tambah daya.;;0;0;1;0;0;0;0;0;1
1032;Keterlibatan karyawan dalam kerjasama yang mendukung strategi green merupakan hal yang penting;;0;0;0;1;0;0;0;0;1
1033;Saya dilibatkan dalam penyusunan rencana kerja pengembangan pembangkit energi baru terbarukan di PLN.;1;0;0;0;0;1;0;0;0;1
1034;Saya berbagi informasi terkait penanganan limbah batu bara yang baik;;1;0;0;0;0;0;0;0;1
1035;Saya bersemangat untuk meningkatkan kemampuan saya dalam hal pengelolaan keberlanjutan;;0;0;0;1;0;0;0;0;1
1036;Divisi saya memiliki tugas khusus, yaitu menyiapkan SDM untuk transisi energi.;;0;0;1;0;0;0;0;0;1
1037;Saya dan rekan saya diajak untuk ikut webinar soal pembangkit tenaga air;;0;0;0;0;0;0;1;0;1
1038;Strategi green adalah salah satu upaya PLN untuk dapat bersaing di masa depan.;;0;0;1;0;0;0;0;0;1
1039;Isi dari paris agreement adalah negara maju membantu negara miskin dalam pendanaan atau pembiayaan iklim, mendukung implementasi energi terbarukan yang lebih efektif, serta beradaptasi dengan perubahan iklim;;0;0;0;0;0;0;1;0;1
1040;Secara bertahap mulai 2026, akan menambah kapasitas pembangkit listrik EBT base load sebesar 100 MW;;0;0;0;0;0;0;1;0;1
1041;Persyaratan lingkungan yang dipenuhi PLN hanya ditujukan untuk kepentingan bisnisnya.;;0;1;0;0;0;0;0;1;0
1042;Saya belajar terkait nuclear energy;;1;0;0;0;0;0;0;0;1
1043;Regional Jawa, Madura dan Bali mendominasi bauran pembangkit EBT dengan total kapasitas terpasang saat ini mencapai 9,6 Giga Watt (GW);;0;0;0;0;0;0;1;0;1
1044;Sebagai insan PLN, saya turut bertanggung jawab menjalankan aktivitas green.;1;0;0;0;0;1;0;0;0;1
1045;Pembangkit EBT yang sedang digarap PLN adalah Pembangkit Listrik Tenaga Surya;1;0;0;0;0;0;0;1;0;1
1046;Saya merasa perlu belajar lagi untuk melakukan aktivitas yang bersifat go green;;0;0;0;1;0;0;0;0;1
1047;PLTS terapung yang ada saat ini adalah PLTS Terapung Cirata;;0;0;0;0;0;0;1;0;1
1048;Saya telah mengikuti pelatihan solar photovolaics.;1;0;0;0;0;0;0;1;0;1
1049;Informasi tentang geothermal tersedia dalam bentuk video.;1;0;0;0;0;0;0;1;0;1
1050;Perusahaan belum menjalankan strategi green yang selaras dengan tindakan mengatasi krisis lingkungan.;1;0;1;0;0;0;0;0;1;0
1051;Belum semua persyaratan lingkungan dapat dipenuhi PLN dalam menjalankan bisnisnya.;;0;1;0;0;0;0;0;1;0
1052;Saya percaya bahwa sebagai korporasi kita berkewajiban untuk menjaga lingkungan hidup kita;;1;0;0;0;0;0;0;0;1
1053;Perusahaan membentuk tim untuk memperbaiki SOP tentang bisnis berkelanjutan;;0;0;0;0;1;0;0;0;1
1054;Saya memastikan rekan-rekan saya membuang sampah sesuai jenisnya;;1;0;0;0;0;0;0;0;1
1055;PLN melakukan uji coba co-firing.;;0;0;1;0;0;0;0;0;1
1056;PLN membuat green RUPTL, dimana lebih dari 50% kapasitas yang dibangun itu EBT.;;0;0;1;0;0;0;0;0;1
1057;PLN membuka tender untuk pembangunan PLTS di daerah daerah ;;0;1;0;0;0;0;0;0;1
1058;Pencapaian strategi green dipercepat dengan adanya teknologi informasi.;;0;0;0;0;0;1;0;0;1
1059;Belum ada implementasi strategi green dalam aktivitas bisnis PLN.;1;0;1;0;0;0;0;0;1;0
1060;Tujuan dari strategi green perusahaan adalah pencapaian net zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
1061;Strategi untuk meminimalisasi biaya investasi pembangkit green dilakukan melalui co-firing.;1;0;1;0;0;0;0;0;0;1
1062;Saya paham bahwa tujuan dari strategi green perusahaan adalah pencapaian net zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
1063;Menurut saya, meningkatkan efisiensi PLTU merupakan strategi green yang dilakukan PLN.;1;0;1;0;0;0;0;0;0;1
1064;Salah satu jenis biomasa yang digunakan untuk co-firing seperti limbah perkebunan atau pertanian;;0;0;0;0;0;0;1;0;1
1065;Atasan mengarahkan penggunaan lampu sensor gerak di ruangan-ruangan yang jarang digunakan;;1;0;0;0;0;0;0;0;1
1066;Divisi belum sepenuhnya menjalankan operasi yang mengacu pada standar green PLN.;1;0;0;0;0;1;0;0;1;0
1067;Salah satu alasan PLN mengembangkan green adalah untuk memenuhi kebutuhan stakeholder.;;0;0;1;0;0;0;0;0;1
1068;Menurut saya, pelaksanaan green dapat dicapai melalui beberapa cara;;0;0;1;0;0;0;0;0;1
1069;Karakteristik angin yang dapat dimanfaatkan pada PLTB adalah angin yang mengalir secara laminar (mengalir secara teratur) dengan kecepatan antara 5 m/s hingga 25 m/s;;0;0;0;0;0;0;1;0;1
1070;Terdapat rencana pemerintah untuk mendorong percepatan pensiun dini dari PLTU sebelum akhir 2030;1;0;0;0;0;0;0;1;0;1
1071;Pemantauan terhadap program penanaman pohon yang dilakukan PLN belum dilakukan secara konsisten.;1;0;0;0;0;1;0;0;1;0
1072;Saya dapat mengetahui update data mengenai green melalui aplikasi berbasis teknologi informasi.;;0;0;0;0;0;1;0;0;1
1073;PLN memiliki pilar lean yang didalamnya terdapat program digitalisasi pembangkit.;;0;0;0;0;0;1;0;0;1
1074;Saya diminta buat ikut webinar soal PLTS Photovoltaik;;0;0;0;0;0;0;1;0;1
1075;Saya belajar terkait biomass;;1;0;0;0;0;0;0;0;1
1076;PLN melakukan kolaborasi berkelanjutan.;;0;0;1;0;0;0;0;0;1
1077;Saya aktif mencari informasi terkait isu-isu pencemaran lingkungan;;1;0;0;0;0;0;0;0;1
1078;Salah satu strategi green yang dikembangkan PLN adalah ekosistem kendaraan listrik.;1;0;1;0;0;0;0;0;0;1
1079;Sebanyak 34 unit PLN tersebar diseluruh Indonesia telah mendapat sertifikat ISO 14001 : 2015 dan sebanyak 12 unit telah mendapat sertifikat Sistem Manajemen Kesehatan dan Keselamatan Kerja (SMK3);;1;0;0;0;0;0;0;0;1
1080;Baling-baling mengambil energi, menangkap, dan mengubah energi angin menjadi energi gerak rotasi pada hub;;0;0;0;0;0;0;1;0;1
1081;Saya memberikan suatu gagasan tertentu agar strategi green perusahaan menjadi maju;;0;0;0;1;0;0;0;0;1
1082;Belum semua karyawan menjalankan aktivitas bisnis PLN yang berkelanjutan;;0;0;0;0;1;0;0;1;0
1083;Saya memanfaatkan kertas bekas untuk mengurangi sampah kertas di kantor;;1;0;0;0;0;0;0;0;1
1084;Sebelum adanya Green, saya merupakan seorang pemerhati lingkungan ;;1;0;0;0;0;0;0;0;1
1085;Setiap ada riset terbaru EBT dari puslitbang akan dimasukan ke portal KM pusdiklat;;0;0;0;0;0;0;1;0;1
1086;Atasan meminta karyawan yang bertanggung jawab untuk memastikan pengangkutan sampah secara berkala;;1;0;0;0;0;0;0;0;1
1087;Menurutku, ideku akan memajukan strategi green perusahaan;;0;0;0;1;0;0;0;0;1
1088;Saya sangat concern terkait dengan pemeliharaan lingkungan di sekitar lokasi Pembangkit;;1;0;0;0;0;0;0;0;1
1089;Teknologi informasi membantu saya dalam menyebarkan informasi mengenai green.;;0;0;0;0;0;1;0;0;1
1090;Program Renewable Energy Certificate (REC) merupakan salah satu upaya PLN menjalankan strategi Greennya;;0;1;0;0;0;0;0;0;1
1091;Saya ikut serta dalam program pendidikan lanjutan terkait perdagangan karbon;;1;0;0;0;0;0;0;0;1
1092;Salah satu jenis biomasa yang digunakan untuk co-firing adalah pelet sampah;;0;0;0;0;0;0;1;0;1
1093;Saya diajak untuk selalu mematikan alat elektronik yang tidak digunakan selama di kantor;;1;0;0;0;0;0;0;0;1
1094;Belum semua aktivitas kerja di PLN mencakup kegiatan ramah lingkungan.;;0;0;0;0;1;0;0;1;0
1095;Sebagai bagian dari PLN saya ikut mendukung perusahaan menearpakan regulasi pemerintah terkait green.;1;0;0;0;0;1;0;0;0;1
1096;Kita harus bisa fleksibel dalam menghadapi tantangan yang berbeda-beda dalam pengembangan EBT.;;0;0;1;0;0;0;0;0;1
1097;Melalui Green PLN gencar membangun pembangkit-pembangkit ramah lingkungan untuk menekan emisi karbon;;0;1;0;0;0;0;0;0;1
1098;Saya mengajak rekan yang lain untuk ikut kegiatan-kegiatan penanaman kembali hutam di sekitar lokasi pembangkit;;1;0;0;0;0;0;0;0;1
1099;Dalam membangun pembangkit EBT, PLN bersinergi dengan BUMN lain.;1;0;0;0;0;1;0;0;0;1
1100;PLN perlu melakukan adaptasi dengan perkembangan isu green secara global.;;0;0;1;0;0;0;0;0;1
1101;Saya menginisiasi perancangan bangunan gedung baru dan/atau renovasi gedung agar memperhatikan prinsip-prinsip green building;;1;0;0;0;0;0;0;0;1
1102;Saya dilibatkan dalam uji coba co-firing biomassa kaliandra.;1;0;0;0;0;0;0;1;0;1
1103;PLN memiliki banyak peluang pengembangan EBT.;;0;1;0;0;0;0;0;0;1
1104;Co-firing di PLU adalah rencana penggantian batu bara dengan bahan biomass pada rasio tertentu.;1;0;0;0;0;0;0;1;0;1
1105;Converter di sistem PLTS lebih ditujukan untuk pengecasan baterai;;0;0;0;0;0;0;1;0;1
1106;Saya mengajak rekan untuk selalu membeli makanan atau minuman dalam kemasan yang bisa didauar ulang;;1;0;0;0;0;0;0;0;1
1107;PLN berencana membangun PLTB sebesar 70 MW ;;0;0;0;0;0;0;1;0;1
1108;Emisi karbon dioksida pembangkit listrik tenaga panas bumi saat ini kurang lebih 122 kg CO2 per megawatt-jam (MW·h) listrik;;0;0;0;0;0;0;1;0;1
1109;Kondisi tanah di lokasi PLTS berpotensi menurunkan jumlah produksi enegi hingga 10% dari total produksi.;1;0;0;0;0;0;0;1;0;1
1110;Saya diminta buat ikut webinar soal PLTA;;0;0;0;0;0;0;1;0;1
1111;Kegiatan perencanaan di unit saya telah mengacu pada strategi green PLN.;1;0;1;0;0;0;0;0;0;1
1112;Saya memastikan petugas kebersihan tidak mencampur kembali sampah yang telah dipilah.;;1;0;0;0;0;0;0;0;1
1113;Masih ada pihak-pihak yang resisten terhadap PLN untuk menjalankan misinya untuk menjadi pemimpin transisi energi di Indonesia.;;0;1;0;0;0;0;0;1;0
1114;Saya senang memberikan arahan-arahan terkait dengan perilaku ramah lingkungan;;1;0;0;0;0;0;0;0;1
1115;PLN ikut mendukung pencapaian energi hijau Indonesia.;;0;0;1;0;0;0;0;0;1
1116;Meningkatkan efisiensi PLTU adalah strategi green yang dilakukan PLN.;;0;1;0;0;0;0;0;0;1
1117;PLN melakukan tahapan yang matang untuk tetap menjaga sustainability negara;;0;0;1;0;0;0;0;0;1
1118;Ada baterai VRLA yaitu Valve Regulated Lead Acid yang biasa digunakan untuk PLTS;;0;0;0;0;0;0;1;0;1
1119;Material photovoltaik yang beredar di pasaran umumnya berbahan dasar silikon;1;0;0;0;0;0;0;1;0;1
1120;Terdapat program REC yang mengajak masyarakat untuk ikut berpartisipasi menggunakan pembangkit ramah lingkungan;;0;0;0;0;0;0;1;0;1
1121;PLN melakukan monitoring terhadap emisi karbon melalui aplikasi berbasis teknologi.;;0;0;1;0;0;0;0;0;1
1122;Saya pikir sebaiknya karyawan PLN lebih berfokus pada esensi kenapa harus Green energi;;1;0;0;0;0;0;0;0;1
1123;Salah satu cara meningkatkan kesadaran karyawan PLN terhadap aspirasi green adalah dengan memberlakukan carbon tax kepada masing-masing unit induk.;1;0;0;0;0;1;0;0;0;1
1124;Saya memastikan pelaksanaan operasional dan pemeliharaan (O&M) WWTP secara berkala;;1;0;0;0;0;0;0;0;1
1125;Para karyawan dapat mengajukan pendapat mereka tentang green pada perusahaan;;0;0;0;1;0;0;0;0;1
1126;PLTS On Grid dihubungkan dengan MV Line yang ada dan gak pake baterai instalasinya;1;0;0;0;0;0;0;1;0;1
1127;Pusdiklat selalu mengupdate riset-riset terbaru EBT di KM Pusdiklat;;0;0;0;0;0;0;1;0;1
1128;Kerjasama antara PLN dan BUMN lain dilakukan dalam rangka percepatan pengembangan pembangkit green.;0;0;0;0;0;1;0;0;0;1
1129;Contoh biomassa untuk co-firing di antaranya pelet sampah.;1;0;0;0;0;0;0;1;0;1
1130;PLTS merupakan strategi PLN dalam mengembangkan pembangkit EBT.;1;0;1;0;0;0;0;0;0;1
1131;Sumber energi untuk PLTS adalah sinar matahari. ;1;0;0;0;0;0;0;1;0;1
1132;Saya diajak untuk mengurangi konsumsi penggunaan bahan bakar minyak;;1;0;0;0;0;0;0;0;1
1133;Strategi green yang dilakukan masih sebatas kajian saja.;1;0;1;0;0;0;0;0;1;0
1134;Saya membuat laporan program kegiatan dan kinerja EBT di lingkup unit.;1;0;0;0;0;1;0;0;0;1
1135;Terdapat informasi dalam bentuk video terkait bioenergy;1;0;0;0;0;0;0;1;0;1
1136;Alternatif solusi terkait masalah strategi green dapat diperoleh dengan memanfaatkan teknologi informasi.;;0;0;0;0;0;1;0;0;1
1137;Tujuan transformasi green PLN jangka panjang adalah zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
1138;Kompetensi yang dibuat di PLN sudah mengarah ke EBT sehingga mendorong karyawan untuk meningkatkan kompetensi di bidang tersebut;;1;0;0;0;0;0;0;0;1
1139;Aplikasi berbasis IT untuk melihat progres green mudah dioperasikan.;;0;0;0;0;0;1;0;0;1
1140;Cahaya matahari yang menyinari permukaan panel surya sebagian diserap dan diubah menjadi energi listrik melalui proses konversi energi.;1;0;0;0;0;0;0;1;0;1
1141;PLN melakukan kerjasama dengan universitas dalam mengembangkan EBT.;;0;0;1;0;0;0;0;0;1
1142;PLN telah membangun kebijakan untuk mengembangkan PLTS sebagai pembangkit hybrid dengan pembangkit Diesel;;0;0;0;0;0;0;1;0;1
1143;PLN belum konsisten memberikan apresiasi terhadap unit kerja yang berupaya menerapkan strategi green dalam aktivitas kerja.;;0;1;0;0;0;0;0;1;0
1144;Program Green di PLN masih berfokus pada pembangkit baik itu membangun pembangkit ramah lingkungan serta mempensiunkan PLTU dan PLTD;;1;0;0;0;0;0;0;0;1
1145;Baterai Lithium adalah teknologi baterai terbaru yang digunakan untuk PLTS;;0;0;0;0;0;0;1;0;1
1146;Menurut saya, komunikasi yang transparan dapat mengatasi resistensi mengenai transformasi green.;;0;0;1;0;0;0;0;0;1
1147;Saya merasa senang bisa meningkatkan kemampuan dalam berperilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
1148;Dengan Green Smart Power, pelanggan bisa dapet solat panel, internet, dan layanan premium alias tanpa padam;;0;0;0;0;0;0;1;0;1
1149;Saya diarahkan untuk bekerja sama dengan penambang yang aktif melakukan rehabilitas pasca tambang;;1;0;0;0;0;0;0;0;1
1150;Saya terkadang bingung apa yang harus dikerjakan untuk mendukung program green.;;0;0;1;0;0;0;0;1;0
1151;Setiap divisi di PLN saling berkoordinasi dalam pengelolaan kontrak proyek EBT.;1;0;0;0;0;1;0;0;0;1
1152;PLN menekankan pentingnya bertanggung jawab pada isu lingkungan.;;0;0;1;0;0;0;0;0;1
1153;Saya melihat perdagangan karbon dapat berkontribusi dalam menurunkan emisi karbon di Indonesia;;0;0;0;0;0;0;1;0;1
1154;CCUS adalah salah satu strategi mengubah PLTU menjadi green;1;0;1;0;0;0;0;0;0;1
1155;Sudah ada pihak yang menyiapkan engineering design untuk proses pengadaan EPC EBT.;1;0;0;0;0;1;0;0;1;0
1156;Webinar merupakan salah satu akses bagi kita untuk tahu tentang strategi green;;0;0;0;1;0;0;0;0;1
